Humidity;Pressure;Temperature
0,010344682;998,892212;15,4637394
0,010147806;998,740479;15,3125553
0,010119471;998,846252;15,1463871
0,009875515;999,53595;14,9489994
0,009297104;1000,98859;14,8172855
0,008344362;1002,87878;15,023859
0,007627049;1004,52252;15,7922001
0,006918698;1005,79633;16,4165592
0,006439674;1007,22729;16,3487186
0,006397181;1008,80713;15,9296818
0,006615755;1010,79407;15,3306522
0,006676455;1012,4342;14,4042606
0,006924889;1013,6333;13,5366154
0,006920823;1014,58765;13,0274601
0,006834611;1015,26575;12,6232243
0,006711488;1015,62952;13,0414677
0,006340832;1016,14984;14,1950321
0,005842347;1016,37512;15,0548954
0,005895541;1016,0968;15,3742313
0,006109807;1015,47327;15,7879887
0,006475693;1015,04767;16,0630436
0,006840559;1013,72699;15,7942142
0,007381006;1012,11707;15,2168827
0,007446805;1010,52905;14,4536991
0,007792921;1009,10876;14,0981083
0,007966049;1007,08063;13,8531742
0,008412436;1005,3269;13,7180119
0,009079727;1004,63159;13,8052006
0,008430585;1005,64233;13,8002567
0,00695407;1007,13733;14,2357121
0,006286752;1008,27673;14,8133793
0,005916107;1009,25;15,1875858
0,005891452;1010,04266;15,1557255
0,006232735;1010,48102;14,8478031
0,006658636;1010,76831;14,3670292
0,007396664;1011,27893;13,6552982
0,007942544;1012,20996;12,9516544
0,008141415;1013,23828;12,5692387
0,007998084;1014,02893;12,4652348
0,008094923;1014,95453;12,7846317
0,007935746;1015,77118;13,602869
0,006758354;1016,53284;14,8091373
0,006098507;1016,74493;15,4271488
0,006326739;1017,22125;15,5644779
0,00662501;1017,60498;15,5710697
0,006724285;1017,72656;15,4699039
0,007019109;1017,77875;14,7997074
0,007555665;1018,21753;13,9038334
0,007837038;1018,86792;13,2529545
0,008067667;1019,54456;12,9536991
0,008351645;1020,42407;12,7853031
0,008510839;1020,90436;13,296381
0,008479569;1021,5166;14,0625858
0,007574477;1022,19348;14,9792118
0,007017728;1022,75671;15,5239201
0,006569582;1022,9317;15,8077641
0,00658198;1022,79175;15,9390812
0,00677745;1022,51721;15,6575871
0,007248119;1021,97949;15,1173038
0,007724779;1021,50854;14,0904789
0,007844397;1021,30652;13,3480778
0,008367573;1021,14795;13,4378605
0,008742373;1020,77057;13,3465214
0,008846126;1020,60626;13,9627018
0,009100515;1020,0769;15,0694218
0,0094366;1019,61908;16,1443729
0,009684954;1019,05798;16,9143925
0,00925008;1018,53894;17,4801579
0,00926579;1018,26782;17,6910648
0,009411643;1017,91046;17,4736576
0,009285697;1017,37012;16,8126469
0,009451989;1017,30933;15,9075871
0,009849645;1017,89001;15,211359
0,009745463;1018,19788;14,8985844
0,009387704;1018,20752;14,6129704
0,009351497;1018,08203;14,8972721
0,00985611;1018,3205;15,7780704
0,010443256;1018,45532;16,7851505
0,011054122;1018,18445;17,5624638
0,010177057;1017,8855;18,1448612
0,009702329;1017,17566;18,3808231
0,009950169;1016,7522;18,298151
0,010731725;1016,20935;17,7477055
0,011122764;1015,92328;16,5699711
0,011406707;1016,02167;16,1834354
0,012039985;1015,92584;16,2359867
0,011731841;1015,35938;16,0461063
0,011286141;1014,78546;16,3803959
0,011555682;1014,53204;17,0922794
0,012128513;1014,51746;18,053278
0,012265952;1014,66187;18,8348637
0,011729965;1014,39563;19,4905033
0,011434091;1014,0553;19,7403812
0,01160384;1013,76923;19,6679325
0,011892902;1013,50183;19,1387577
0,012176277;1013,30359;18,1086369
0,012422904;1013,51782;17,59408
0,013132522;1013,42371;17,4947147
0,01290373;1013,05334;17,4511051
0,0121746;1012,54907;17,7228947
0,013097736;1012,36517;18,5168705
0,014202053;1012,10254;19,6120853
0,014090509;1012,30249;20,3644657
0,013505078;1012,40839;20,7215519
0,013019571;1012,22827;20,8889408
0,013051786;1012,19922;20,7959843
0,013584467;1012,18054;20,2062931
0,01390706;1012,3244;19,249506
0,014201354;1012,66766;18,713953
0,014801208;1012,6687;18,72085
0,015081324;1012,39362;18,7319584
0,014861479;1012,01074;18,89184
0,01448855;1011,75806;19,3446903
0,01463528;1011,59766;20,1518803
0,014396865;1011,59875;20,9271183
0,013027271;1011,21118;21,4877567
0,013663099;1010,82483;21,3729801
0,014572562;1010,44128;21,2757816
0,014862946;1010,6861;20,838007
0,01447198;1011,40601;19,8231754
0,013862098;1012,23767;18,9849491
0,013363488;1012,88269;18,4121037
0,013074839;1013,15637;18,1261845
0,013004921;1013,20972;18,6743412
0,013363561;1013,48303;19,4079533
0,013802788;1013,69263;20,3968143
0,014123555;1013,6814;20,8965092
0,013858687;1013,56982;21,1319218
0,013786138;1013,4184;20,8458805
0,013743582;1013,70105;20,4572697
0,013088588;1014,56482;19,8106327
0,012387355;1015,47375;18,9747257
0,011862708;1016,31934;18,3108463
0,011550626;1016,64093;17,9983768
0,01147005;1016,49335;17,7827396
0,01148065;1016,33325;18,0945072
0,011256916;1016,15076;18,5155888
0,011193329;1016,28577;18,9345951
0,011221706;1016,06567;19,4740849
0,011076479;1015,94208;19,77981
0,011029032;1015,64374;19,995966
0,010916403;1015,08124;20,0686283
0,010872798;1014,81122;19,7412052
0,010830116;1014,90173;18,8156681
0,010769695;1014,92865;17,9613895
0,010848494;1014,39532;17,723505
0,011073107;1014,23553;17,6369267
0,011256353;1013,43915;17,9368534
0,011026918;1012,95154;18,7864933
0,010820781;1013,42236;19,3420048
0,010280538;1013,15759;20,4759159
0,009887491;1012,96838;20,717371
0,009837479;1012,67981;20,2947636
0,009973645;1012,46667;19,9550419
0,010127983;1012,05664;19,8975773
0,010209821;1011,92419;19,0150089
0,010425014;1011,84924;18,4785404
0,010848574;1011,2453;18,2124271
0,011400027;1011,38123;18,0711002
0,011928977;1010,88293;18,6417484
0,012400089;1010,95374;19,4353886
0,012221817;1011,26294;19,7892399
0,012119076;1011,26904;20,2575321
0,011947395;1011,0871;20,8612003
0,01173883;1010,95001;20,8066349
0,011615833;1010,80688;20,3466129
0,011931381;1010,83325;19,7648563
0,012186386;1010,90698;19,0510197
0,012044495;1010,97211;18,4872074
0,011759739;1011,08624;18,259058
0,011662239;1010,99847;18,0814152
0,011822706;1010,89209;18,4645634
0,012033493;1010,70026;19,0820866
0,012065142;1010,91846;19,6368656
0,011855982;1011,12231;19,8421574
0,011497775;1011,05127;20,5692387
0,010878624;1010,70929;20,7677555
0,01029138;1010,49286;20,4671268
0,009923894;1010,45648;19,8216496
0,009871762;1010,6861;18,9296207
0,010440034;1011,09387;18,4020023
0,010740815;1011,63458;17,9427128
0,010737646;1011,65875;17,7459354
0,010596206;1011,59387;17,9178104
0,010588512;1011,64172;18,6693974
0,010262391;1011,75903;19,2883854
0,009883181;1011,49622;19,9712772
0,009822791;1011,40662;20,3132572
0,009771429;1011,15735;20,2561588
0,009587874;1011,09814;19,9709721
0,00938076;1010,7085;19,3242741
0,009495322;1010,54059;18,4195805
0,010061201;1010,52686;18,0458012
0,010566781;1010,68683;17,9453678
0,010597339;1010,53894;17,7418156
0,010157753;1010,0412;17,7149601
0,009741779;1009,93396;18,3265018
0,009408571;1010,05811;19,2284489
0,00873955;1010,08997;19,9608402
0,008497283;1009,48364;20,3369999
0,008609911;1008,75562;20,3586674
0,009129862;1008,07916;20,1293888
0,009515386;1007,50403;19,8597355
0,009716124;1007,32062;18,6826725
0,010017482;1007,26648;17,7151737
0,010331065;1007,29974;17,5425663
0,01077852;1007,23987;17,4499454
0,011301994;1007,12439;17,9929142
0,011778745;1007,36621;19,0831547
0,011290127;1007,99878;20,0001774
0,010391919;1008,40051;20,7199345
0,00975948;1008,74475;21,0381107
0,009396192;1009,00732;20,8164005
0,009425138;1009,24017;20,2317448
0,010364492;1009,67657;19,5156193
0,010821762;1010,42896;18,8714237
0,010941546;1011,01648;18,4652653
0,011278465;1011,61536;18,2044926
0,011414422;1012,00482;17,9825687
0,011481322;1012,38531;18,1733341
0,011417914;1012,87439;18,8356266
0,011284287;1013,51471;19,8054447
0,011059507;1013,82281;20,6538944
0,010627499;1013,85864;21,1810246
0,01004016;1013,87366;21,3028202
0,009805862;1014,08704;20,9737186
0,010466617;1014,28613;20,3976078
0,011615016;1014,63123;19,4034061
0,012270734;1015,1366;18,858057
0,012398202;1015,31799;18,5960331
0,012305636;1015,10925;18,3280582
0,011950241;1014,9303;18,5151615
0,011705315;1014,91156;19,1540165
0,01117406;1015,03546;19,9406071
0,010574952;1014,9483;20,4940128
0,010095216;1014,75391;20,7672367
0,009854455;1014,72534;20,8142643
0,00988451;1014,59924;20,5682316
0,010194723;1014,5719;20,1608829
0,010659517;1014,82092;19,19491
0,010840057;1015,26373;18,173914
0,01073613;1015,42651;17,9063969
0,0107921;1015,42828;17,5471745
0,011026653;1015,4458;18,4203434
0,011275798;1015,6778;19,6570988
0,010272186;1016,02142;20,6320744
0,009411475;1016,13226;21,2956181
0,008751053;1015,82385;21,6863651
0,008238131;1015,44312;21,7272587
0,008084274;1015,24402;21,4302311
0,008494401;1015,17578;21,0268497
0,008734867;1015,3736;19,5309696
0,009069696;1015,65875;18,561182
0,009840518;1015,80261;18,2539921
0,011128286;1015,9328;18,1263065
0,012313258;1015,93799;18,9952641
0,0127583;1016,31738;20,2245121
0,011423722;1016,54504;21,0592899
0,009899398;1016,55908;21,585535
0,008871833;1016,38232;21,903162
0,008427743;1016,09052;21,9365177
0,008451093;1015,98108;21,6764164
0,009469806;1015,66553;21,1835575
0,010605119;1015,63708;20,1002445
0,011246597;1015,7854;19,468317
0,011899687;1016,00208;19,3316593
0,012144353;1015,9823;19,2402592
0,012893882;1015,89551;19,9391727
0,013686813;1016,02393;20,8511906
0,013001459;1016,18555;21,6085148
0,011674263;1016,10669;22,1711063
0,010418102;1015,65594;22,4235172
0,009740625;1014,96942;22,2507572
0,010044636;1014,5083;21,9029179
0,010731759;1014,10034;21,4929142
0,011347461;1013,77686;20,6777592
0,011403961;1013,60168;20,4327335
0,011747522;1013,88281;20,2307377
0,012572363;1013,77185;20,1476078
0,013055339;1013,4436;20,3308659
0,013397352;1013,35864;20,9524479
0,013455955;1013,56763;21,1839848
0,012919949;1013,79968;21,5299931
0,012293115;1013,80994;21,9617863
0,012042241;1013,67346;21,8262272
0,012376407;1013,39575;21,6455326
0,012939734;1013,23657;21,2466068
0,013419948;1013,42419;20,7410831
0,013989806;1013,9104;20,3419437
0,014395267;1014,25659;20,2848148
0,014250666;1014,56342;20,1400089
0,014058508;1014,9967;20,4801884
0,013985146;1015,46039;21,074091
0,013689331;1016,43365;21,8443851
0,012518667;1017,55713;22,1300297
0,011724003;1018,22205;22,0827885
0,011255771;1018,04639;22,5082035
0,010865518;1017,66046;22,5959721
0,010916045;1017,5014;22,3113346
0,0110358;1017,78796;20,9967594
0,011366101;1018,2439;20,4285526
0,0120437;1018,5661;20,2974491
0,012779131;1018,59576;20,1794682
0,013534291;1018,8313;20,5560246
0,013944212;1018,98328;21,1153812
0,013053389;1019,27942;21,6688786
0,01252898;1019,67847;21,9073734
0,012322865;1019,91785;22,0276432
0,012249565;1019,86969;21,7470646
0,01220883;1020,08264;21,5805912
0,011810726;1020,26508;21,4586124
0,01131592;1020,71576;20,4706669
0,011226093;1021,39343;19,7410526
0,011374545;1022,41046;19,4388676
0,010791736;1022,81653;18,9907475
0,010172982;1022,86639;19,3363895
0,010002591;1022,49353;20,2329655
0,00933851;1022,90991;21,288538
0,008553512;1023,1861;21,8841496
0,008174123;1022,26422;22,211359
0,00837929;1021,3797;22,4173832
0,009050522;1020,922;22,2475224
0,010081798;1020,15112;21,7647953
0,010935828;1019,44421;20,8908939
0,011901917;1018,76312;20,5722904
0,013121365;1018,42615;20,570673
0,014096364;1017,73828;20,6982059
0,014412928;1017,2406;21,0027714
0,014298953;1016,99341;21,6635685
0,014597311;1016,927;22,4034672
0,014038827;1016,92987;23,0571842
0,01279024;1016,60797;23,7309208
0,012022489;1015,89062;23,8770084
0,011763588;1015,25531;23,6047611
0,011851237;1014,80469;23,1174259
0,011573833;1014,6261;21,8689518
0,011881268;1014,65393;21,3596439
0,01314152;1014,8573;21,4641972
0,014018035;1015,02399;21,180048
0,013921263;1015,28265;21,2170048
0,013101395;1015,89404;21,7334232
0,012168417;1016,49939;22,2461796
0,011475054;1017,09711;22,6414433
0,011120929;1017,64111;22,8890018
0,011063214;1017,91571;22,9273319
0,01122869;1017,93127;22,7022648
0,011259977;1018,04553;22,1201115
0,011060013;1018,64941;21,2528324
0,010836467;1019,54785;20,6840458
0,010942845;1020,12781;20,2806034
0,011125148;1020,25592;19,9021549
0,011260901;1020,28943;20,4788151
0,011411017;1020,56702;21,6862736
0,011205735;1020,85144;22,4966068
0,010921544;1020,73969;23,1099796
0,010463556;1020,6004;23,4519291
0,010089174;1020,30078;23,4430485
0,00982399;1019,88501;23,1203861
0,009979776;1019,19275;22,6593266
0,00999767;1019,09125;21,4149418
0,009885933;1019,08063;20,5634403
0,009928975;1019,20862;20,2271061
0,010282198;1019,20929;20,2346134
0,010677818;1018,83618;20,7023563
0,010980549;1018,77283;22,1181889
0,011482935;1019,00623;23,1519108
0,010364396;1018,92761;24,1729374
0,010240447;1018,38165;24,6812077
0,010479852;1017,69342;24,4555912
0,010836049;1017,02289;24,7130985
0,010988964;1016,60767;23,9866581
0,011340218;1016,51831;22,8565311
0,011566358;1016,31482;22,0725956
0,011817926;1016,26196;21,7489262
0,012159681;1016,20886;21,5913029
0,012413653;1015,90924;22,1261234
0,012867596;1015,71008;23,2702274
0,013231706;1015,71973;24,2383366
0,01257964;1015,63159;24,9963627
0,012559168;1015,17017;25,4721928
0,012805149;1014,58496;25,5096989
0,013156051;1014,02112;25,0826664
0,01326116;1013,36475;25,109766
0,012601351;1012,90076;23,6487064
0,012699688;1012,49225;22,8714237
0,012838579;1012,25476;22,5587406
0,013110341;1011,97375;22,2932987
0,013439478;1011,448;22,8361149
0,013833721;1011,50488;23,9384403
0,014246359;1011,63049;24,824976
0,013317351;1011,48364;25,5251102
0,012636714;1011,14056;25,6906376
0,012379541;1010,94934;25,6938114
0,01232974;1010,84778;25,5315189
0,012713537;1010,70972;24,9744205
0,013129516;1011,00232;23,7736149
0,013411052;1011,57861;23,2779179
0,014190415;1012,07043;23,0578861
0,014998221;1012,35522;22,7707767
0,015148902;1012,74414;23,0309696
0,014049324;1013,33844;23,6830082
0,012869613;1014,04327;24,4428959
0,012830473;1014,48126;25,0269413
0,012658244;1014,48901;25,3904362
0,011850398;1014,39337;25,3589115
0,010610802;1014,30151;24,8967228
0,010136749;1014,37079;24,0271854
0,010911288;1014,99719;22,8002872
0,01089661;1015,43042;21,9843998
0,010540668;1015,73987;21,4001713
0,01053508;1015,79688;21,039423
0,010771446;1015,862;21,2628422
0,011105916;1015,8114;22,2739811
0,010549447;1015,96997;23,3221684
0,009491654;1015,79486;24,0822697
0,008360539;1014,99829;24,641077
0,0076227;1013,9856;24,6636906
0,007377983;1013,06671;24,2824955
0,007593167;1012,1095;23,6582279
0,008184101;1011,28314;21,9230595
0,00878362;1010,66815;21,2850895
0,00922789;1009,97119;20,9221745
0,009863135;1008,68994;20,7804813
0,011086055;1007,34851;21,5786991
0,012251059;1006,08301;22,7083073
0,012512086;1005,33435;23,3690739
0,012160962;1004,63855;23,8445988
0,011360349;1004,13232;24,1025639
0,010717209;1004,05933;24,0458317
0,009840333;1004,30151;23,4690495
0,008759848;1005,30029;22,18783
0,007318504;1006,85095;20,7961063
0,007568424;1007,73669;20,1559391
0,007675548;1008,22076;19,9478092
0,007609607;1008,68561;19,4896488
0,007583069;1009,28394;19,4765263
0,007496601;1010,09515;20,2526493
0,006997588;1010,78528;20,9425907
0,006877577;1010,94104;21,5265141
0,006738002;1010,87048;21,9088688
0,006707402;1010,37427;21,809412
0,006869868;1009,91449;21,4424381
0,007035283;1009,64874;20,7961063
0,007276671;1009,73376;19,7603092
0,007443422;1010,37341;19,035181
0,007428037;1010,52686;18,6764469
0,007307868;1010,21265;18,5223026
0,007304442;1009,70874;18,5670414
0,007344823;1009,36023;19,2596684
0,007196873;1008,93719;20,2341557
0,00736868;1007,92743;20,8462162
0,007683084;1006,8241;20,8175297
0,008246645;1006,32843;20,0952396
0,008841008;1006,08282;20,1060734
0,00882283;1006,16498;19,7904301
0,008070591;1007,45575;18,7845097
0,007567205;1008,95593;17,961237
0,007412788;1009,77448;17,5840092
0,007242808;1010,39355;17,2730656
0,007227834;1011,04358;17,3554325
0,007264694;1012,10559;18,2687931
0,006814241;1013,16907;19,1941166
0,006262181;1014,02344;19,7082767
0,005857284;1014,30847;20,1237431
0,00578242;1014,03516;20,2483463
0,00588241;1013,67236;19,9605656
0,006079174;1013,71326;19,2203617
0,00644533;1014,28247;18,0279179
0,006638643;1014,87061;17,2627506
0,006637629;1015,00928;16,8241215
0,00663293;1014,96619;16,5808659
0,007024067;1014,36426;16,9098759
0,007633614;1013,64618;17,9847965
0,00812625;1012,57861;19,0158939
0,008223455;1011,45734;19,6847172
0,007665885;1010,3894;20,1753178
0,007410233;1009,57837;20,116724
0,007859305;1008,63049;19,9519901
0,007876112;1008,42108;19,1215153
0,007628047;1009,06641;17,9895573
0,008165313;1009,52747;17,3138371
0,008450096;1009,88959;16,9874821
0,008513628;1010,12714;16,686121
0,008470434;1010,37817;16,6816654
0,008403003;1010,70374;17,5249882
0,007894557;1011,11407;18,4293156
0,007320024;1011,38269;19,1179142
0,006806595;1011,38782;19,4183598
0,006580612;1011,32629;19,5690556
0,006429791;1011,47046;19,317194
0,006669382;1011,78027;18,6604252
0,00754423;1012,37628;17,509882
0,008358868;1013,29773;16,8852787
0,008526152;1014,13184;16,3696842
0,008805282;1014,73883;15,8903446
0,008557594;1015,12323;15,9712772
0,008584018;1015,46997;17,305994
0,007539387;1016,08295;18,5189152
0,006572532;1016,16382;19,2194157
0,006259107;1016,12085;19,6163578
0,006192446;1015,81537;19,6751347
0,006350894;1015,40045;19,4327946
0,007010883;1015,20428;18,8044071
0,008058323;1015,50751;17,7854862
0,00874625;1016,06879;17,28158
0,009059718;1016,52856;16,9870243
0,009209641;1016,72705;16,4268742
0,009276461;1017,06067;16,5960331
0,009244495;1017,57983;17,7561893
0,008174678;1018,06836;19,0190067
0,007474915;1018,53088;19,9530277
0,007345892;1018,70154;20,5656681
0,007386669;1018,58447;20,7614689
0,007393255;1018,38422;20,6621647
0,00762914;1018,11267;20,1212101
0,008132732;1018,3078;18,420435
0,008980031;1018,95337;17,990839
0,009906076;1019,57904;17,7152348
0,010504317;1019,85596;17,3895512
0,010719381;1020,07892;17,5919437
0,010771693;1020,30707;19,0952396
0,010994233;1020,62;20,7625065
0,010314889;1020,74127;21,6866398
0,00902325;1020,57544;22,0695133
0,008115191;1020,23438;22,078455
0,007656415;1019,74438;21,769434
0,007578903;1018,9552;21,2849674
0,007792234;1018,51099;19,2554569
0,008443031;1018,57239;18,9079227
0,009660179;1018,88501;18,9717045
0,01030292;1018,52124;18,6634159
0,010634384;1018,18176;18,8304081
0,010955798;1017,83484;19,9414616
0,011522947;1017,66315;20,6921635
0,011176154;1017,53796;21,3400822
0,009983828;1016,59766;21,7568913
0,009281095;1015,43018;21,8038578
0,009654204;1014,40393;21,3578434
0,009931967;1013,41425;20,8668766
0,010089727;1012,50708;19,9306889
0,010146618;1011,79639;19,6142521
0,010887865;1011,19873;19,4613895
0,012384209;1010,34814;19,4481449
0,013229279;1009,58734;19,413538
0,012958515;1008,51532;19,578516
0,013287477;1007,11249;19,9189091
0,013584852;1005,8313;20,0804386
0,013121941;1005,23407;20,493494
0,012753599;1004,35364;20,8395023
0,01292309;1004,17926;20,5519352
0,012612646;1004,44739;19,9223881
0,012351306;1004,21606;19,3039494
0,012412339;1004,04376;19,0989017
0,012663163;1003,55328;18,8134098
0,012735681;1002,50494;18,6375065
0,012708265;1001,37512;18,7088261
0,012756994;1000,75293;19,0607243
0,012647374;1000,63947;19,6321354
0,011684815;1000,7981;20,2354374
0,010881433;1000,61963;20,5560246
0,010532143;1000,52893;20,4300785
0,010406655;1000,4375;20,0024052
0,010668879;1000,14307;19,3640385
0,011178717;999,813904;18,6413212
0,011207312;999,40979;18,2248783
0,010859645;999,033936;18,0311527
0,010918303;998,420044;17,7484989
0,01073249;997,906982;17,6717777
0,010298841;997,601196;18,1671391
0,009548353;997,202393;18,2053471
0,009184049;996,763916;18,0069218
0,009087507;996,359375;18,1350346
0,009096147;995,690613;18,3980961
0,009146493;994,550903;18,0468693
0,010060515;992,870911;17,4438114
0,010406203;991,299988;17,1491642
0,010370241;990,72229;16,8393192
0,010041293;991,318665;16,562891
0,009948122;992,212891;16,3565311
0,009720374;993,58905;16,2109623
0,00956016;994,968262;16,7508793
0,009242651;996,51123;17,6915836
0,008752225;997,677002;18,5085087
0,008462416;998,249084;18,9554386
0,00858927;998,626892;18,9886723
0,009346515;998,923279;18,7425175
0,010207135;999,403748;18,0863285
0,010892564;1000,16064;17,1819096
0,01093903;1000,76562;16,9725285
0,010611341;1000,57123;16,7515507
0,010627383;999,65686;16,4458866
0,010650892;999,075806;16,5208073
0,010720197;998,7547;16,8713627
0,010396171;998,205566;17,4732304
0,009664411;998,182007;17,9205875
0,00971364;998,559082;18,0280704
0,009589166;999,302368;18,278162
0,009361885;1000,08765;17,9876041
0,009481042;1000,87952;17,4306889
0,00934271;1001,4989;16,7266483
0,009320389;1001,95868;16,4381046
0,009561199;1002,02814;16,3739872
0,010023679;1001,66333;16,3326664
0,010295194;1001,60291;16,3543034
0,010307208;1001,52679;17,0043278
0,009841047;1001,42157;17,8139591
0,008963713;1001,29095;18,3692265
0,00824205;1000,60968;18,5419254
0,007888102;999,826111;18,2438908
0,007931145;999,369873;17,6124516
0,008389337;998,821655;17,066431
0,008935543;998,285461;16,4977665
0,009453259;997,967957;16,2249699
0,009802986;997,887695;15,836298
0,009804221;997,799377;15,5297184
0,009697756;998,053711;15,3715153
0,009402506;998,5625;15,8037357
0,008569993;999,671814;16,1892948
0,00766396;1000,98169;16,6184635
0,006995173;1002,2525;17,0761051
0,006489957;1003,58142;17,3329411
0,006190675;1004,93176;17,2090702
0,006252225;1006,16187;16,6252079
0,006674699;1007,57489;15,3542118
0,007047991;1009,09192;14,9143009
0,007199788;1010,23975;14,4524174
0,007330598;1011,0072;14,1104984
0,007423645;1011,76764;14,0601444
0,007363787;1012,55981;15,3400211
0,006572807;1013,21716;16,5094547
0,005923071;1013,55359;17,1100101
0,005697971;1013,74438;17,4046268
0,005714475;1013,94482;17,291132
0,005838859;1014,02936;17,1437626
0,006258938;1014,08521;16,52038
0,006835043;1014,46106;15,1357059
0,00722142;1015,09192;14,5920048
0,007500454;1015,64673;14,1727543
0,007697728;1016,03796;13,7390385
0,007805734;1016,24921;13,6786137
0,007404695;1016,54858;15,5428104
0,006855007;1016,84192;17,0724735
0,006256056;1016,76917;18,0143375
0,005756676;1016,42798;18,5113773
0,005460154;1016,07739;18,3906498
0,005394328;1015,72729;18,0764408
0,0054387;1015,44543;17,7118168
0,00545636;1015,27332;15,7175541
